"Product Name","Category","Material Type","Style","Description","Available Sizes","Color Variants Count","Color Variants","Color Variants Detailed","Swatch Image URLs","Lifestyle / Room Image URLs","Price"
"Essence","","Glazed Porcelain","WOODS","Embrace the natural beauty of wood in your home with Essence - a serie that replicates the intricate patterns and rich grains of real wood. With its authentic design, this collection radiates warmth and comfort, creating a serene and tranquil ambiance in any space. Essence is available in four stunning shades, offering a variety of options to suit your personal style and preferences.","9""x35""","4","Silver | Pearl | Ash | Maple","Silver [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__silver__1.png] | Pearl [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__pearl__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__pearl__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__pearl__3.png] | Ash [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__ash__1.png] | Maple [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__maple__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__maple__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__maple__3.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__silver__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__pearl__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__pearl__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__pearl__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__ash__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__maple__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__maple__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/essence__maple__3.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/essence__lifestyle__1.jpg",""
"Everglade","","Glazed Porcelain","WOODS","The representation of tradition and comfort. Our Everglade collection allows you to create a warm and rustic space while maintaining the durability and resistance of a porcelain plank.","8""x48"" R","3","Nogales | Forest | Warm Gray","Nogales [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__nogales__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__nogales__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__nogales__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__nogales__4.png] | Forest [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__forest__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__forest__2.png] | Warm Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__warm-gray__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__warm-gray__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__warm-gray__3.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__nogales__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__nogales__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__nogales__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__nogales__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__forest__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__forest__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__warm-gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__warm-gray__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/everglade__warm-gray__3.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/everglade__lifestyle__1.jpg",""
"Feathers","","Ceramic Wall","HA NDMA DE","Delight in the beauty of nature with this one-of-a- kind tile. With their organic shape and subtle colors, Feathers add a touch of Zen wherever it's placed. Mix and match them to create your own unique look.","3""x12""","4","Seagrass | Wool | White Ice | Grass","Seagrass [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__seagrass__1.png] | Wool [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__wool__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__wool__2.png] | White Ice [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__white-ice__1.png] | Grass [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__grass__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__seagrass__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__wool__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__wool__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__white-ice__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/feathers__grass__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/feathers__lifestyle__1.jpg",""
"Flow","","Ceramic Wall & Gres Stoneware","HA NDMA DE","Inspired by the movement of water, our Flow collection transforms any room with its fresh color palette and unique texture, creating a space that stimulates the senses. Far from the traditional handmade tiles, this collection creates the ideal oasis for anyone that loves feeling revitalized and enjoys modern adaptations of classics.","3""x12""","10","Peacock Green | White | Tender Gray | Dark Gray | Cosmic Sapphire | Frost | Atoll Blue | Living Green | Lavender | Velvet Pink","Peacock Green [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__peacock-green__1.png] | White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__white__1.png] | Tender Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__tender-gray__1.png] | Dark Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__dark-gray__1.png] | Cosmic Sapphire [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__cosmic-sapphire__1.png] | Frost [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__frost__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__frost__2.png] | Atoll Blue [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__atoll-blue__1.png] | Living Green [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__living-green__1.png] | Lavender [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__lavender__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__lavender__2.png] | Velvet Pink [no image extracted]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__peacock-green__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__tender-gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__dark-gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__cosmic-sapphire__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__frost__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__frost__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__atoll-blue__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__living-green__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__lavender__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/flow__lavender__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/flow__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/flow__lifestyle__2.jpg",""
"Forge","","Quarry Tile","INDUSTRIA L","Immerse your space in the strength and beauty of nature with the Forg"" collection. Crafted from rich red quarry stone, each tile exudes an earthy warmth and rugged sophistication. Perfect for both contemporary and rustic interiors, these tiles offer a lasting impression with their deep, fiery tones and textured finishes, evoking the energy of the forge itself.","6""x6""; 1""x6""; 1""x5""","7","Red | Red ABS | Spanish Red | Cove | Outside Corner | Inside Corner | Bullnose","Red [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red__4.png] | Red ABS [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red-abs__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red-abs__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red-abs__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red-abs__4.png] | Spanish Red [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__spanish-red__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__spanish-red__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__spanish-red__3.png] | Cove [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__cove__1.png] | Outside Corner [no image extracted] | Inside Corner [no image extracted] | Bullnose [no image extracted]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red-abs__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red-abs__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red-abs__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__red-abs__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__spanish-red__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__spanish-red__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__spanish-red__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/forge__cove__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/forge__lifestyle__1.jpg",""
"Groove","","Ceramic Wall","3 D - TEXTURES","The Groove Series has a 3D relief with transverse grooves. The three-dimensional effect becomes even more evident with the incidence of light. The pieces fit perfectly together and the continuous relief brings sophistication and spaciousness to the projects, giving personality to the walls.","12""x36"" R","1","Groove","Groove [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/groove__groove__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/groove__groove__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/groove__lifestyle__1.jpg",""
"Harmony","","Ceramic Wall","HA NDMA DE","Harmony, part of our Decorative collection, is a handcrafted series featuring flowing reliefs that evoke the artistry of individually fired stoneware ceramics. Its versatile palette ranges from serene light tones to deep, rich shades, enabling endless design possibilities. Combining luminosity, simplicity, and a tactile appeal, Harmony unites tradition and modernity in a compact format, offering both aesthetic elegance and functional versatility for any interior project.","3""x12""","5","Bone | Indigo | Moka | Silver | Sky","Bone [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__bone__1.png] | Indigo [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__indigo__1.png] | Moka [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__moka__1.png] | Silver [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__silver__1.png] | Sky [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__sky__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__bone__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__indigo__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__moka__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__silver__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/harmony__sky__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/harmony__lifestyle__1.jpg",""
"Jewels","","Glazed Porcelain","MA RBLES","The brilliance of marble is captured in this stunning tile collection, which radiates sophistication and elegance. Whether you prefer a polished or matte finish, each tile features a distinct marble-inspired design that replicates the natural beauty and uniqueness of these stones. With a vast array of options to choose from, this collection caters to every taste and style.","24""x48"" R; 12""x24"" R","7","Laurent White | Maurice Black | Mattia White | Therry Cream | Etienne Light Gray | Etienne Gray | Vince White","Laurent White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__laurent-white__1.png] | Maurice Black [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__maurice-black__1.png] | Mattia White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__mattia-white__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__mattia-white__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__mattia-white__3.png] | Therry Cream [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__therry-cream__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__therry-cream__2.png] | Etienne Light Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-light-gray__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-light-gray__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-light-gray__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-light-gray__4.png] | Etienne Gray [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-gray__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-gray__2.png] | Vince White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__6.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__7.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__8.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__laurent-white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__maurice-black__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__mattia-white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__mattia-white__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__mattia-white__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__therry-cream__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__therry-cream__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-light-gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-light-gray__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-light-gray__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-light-gray__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-gray__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__etienne-gray__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__6.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__7.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/jewels__vince-white__8.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/jewels__lifestyle__1.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/jewels__lifestyle__2.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/jewels__lifestyle__3.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/jewels__lifestyle__4.jpg; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/jewels__lifestyle__5.jpg",""
"June","","Glazed Porcelain","STONES","Lines, touch and color merge into June bringing calmness in its purest form. Its stone appearance fuses a careful printing and relief technique with neutral shades of gray or graphite and subtle flashes of light similar to those generated by the sun in natural stone. Once laid out, it faithfully maintains the appearance of a limestone that brings to mind white and pearly sea sands with a soft, diverse texture and rich in nuances.","24""x48"" R; 24""x24"" R; 12""x36"" R","6","Caliza | Gris | Suite Caliza | Suite Gris | Suite Grafito | Grafito","Caliza [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__caliza__1.png] | Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__gris__1.png] | Suite Caliza [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__suite-caliza__1.png] | Suite Gris [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__suite-gris__1.png] | Suite Grafito [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__suite-grafito__1.png] | Grafito [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__grafito__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__caliza__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__suite-caliza__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__suite-gris__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__suite-grafito__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/june__grafito__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/june__lifestyle__1.jpg",""
"Koronis","Slabs","Matte & Polished Porcelain","MARBLES - STONES - CONCRETES","","48""x48"" R; 24""x48"" R","1","Koronis","Koronis [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/koronis__koronis__1.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/koronis__koronis__1.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/koronis__lifestyle__1.jpg",""
"Lagom","","Glazed Porcelain","WOODS","Lagom, the essence of balance and harmony, finds its roots in a contemporary design philosophy that cherishes the beauty of simplicity and functionality. This exquisite collection is a testament to the timeless appeal of wood aesthetics, blending modern minimalism with the warmth and organic character of natural elements.","10.5""x64"" R","3","Roble | Almond | Natural","Roble [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__roble__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__roble__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__roble__3.png] | Almond [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__almond__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__almond__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__almond__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__almond__4.png] | Natural [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__natural__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__natural__2.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__roble__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__roble__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__roble__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__almond__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__almond__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__almond__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__almond__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__natural__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lagom__natural__2.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/lagom__lifestyle__1.jpg",""
"Lassa White","","Matte & Polished Porcelain - Ceramic Wall","MA RBLES","Relaxed and serene beauty is created through the delicate visual interplay of the parallel lines and subtle changes in tone of the Lassa White. Also offering the ability to play with finishes, adding brightness or minimalism to designs.","24""x48"" R; 12""x24"" R; 12""x24""","1","White","White [https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__1.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__2.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__3.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__4.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__5.png, https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__6.png]","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__1.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__2.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__3.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__4.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__5.png; https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/swatches/lassa-white__white__6.png","https://raw.githubusercontent.com/arzL2o/roca-tile-2026-images/main/lifestyle/lassa-white__lifestyle__1.jpg",""
